index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
2420	dLjOLXmu68M	./video/dLjOLXmu68M.mp4	long	Artistic Performance	"['A. Both shows are fantastic performances.', 'B. Both shows lay the groundwork for the fun of flavor, and participants will be made fun of.', 'C. Both shows are a response to ""The Bachelor."".', 'D. Cannot be determined.']"	Variety Show	Object Reasoning	./subtitle/dLjOLXmu68M.srt	"In the latter part of the video, what is the relationship between the shows ""Flavor of Love"" and ""To Be Her Best Friend"" as discussed by the three hosts?"	B	B	1.0
2421	leG0U5wzGlA	./video/leG0U5wzGlA.mp4	long	Artistic Performance	['A. Spouses.', 'B. Business partners.', 'C. Friends.', 'D. Unclear.']	Variety Show	Object Reasoning	./subtitle/leG0U5wzGlA.srt	In the early part of the video, when Sal, the man wearing a black suit and a yellow tie, gives a speech, what is the relationship between Crystal and Gary he mentioned?	A	C	0.0
2422	leG0U5wzGlA	./video/leG0U5wzGlA.mp4	long	Artistic Performance	['A. Because it was a task given by his friends to find all the broken tables.', 'B. Because it was a task given by his friends for Joe to jump on all the tables.', 'C. Because Joe is the restaurant manager and needs to check if the tables are sturdy.', 'D. Because Joe wants to destroy these tables.']	Variety Show	Action Reasoning	./subtitle/leG0U5wzGlA.srt	In the middle part of the video, why does Joe, the man wearing a blue shirt and yellow pants, pounce on the customer's table?	A	A	1.0
2423	leG0U5wzGlA	./video/leG0U5wzGlA.mp4	long	Artistic Performance	"['A. Because the audience was angry about being pranked by Brian Quinn.', 'B. Because Brian Quinn lost the funds raised by the audience for the band.', ""C. Because Brian Quinn intentionally interrupted the band's performance."", 'D. Because Brian Quinn charged the audience at a free performance.']"	Variety Show	Action Reasoning	./subtitle/leG0U5wzGlA.srt	In the latter part of the video, why is Brian Quinn, a man wearing a baseball cap, booed by the audience at the band's live performance?	D	D	1.0
2424	o6gD9_akew0	./video/o6gD9_akew0.mp4	long	Artistic Performance	['A. He is handsome.', 'B. He is kind.', 'C. His lips.', 'D. He has charisma.']	Variety Show	Information Synopsis	./subtitle/o6gD9_akew0.srt	Which of the following is NOT a reason why 100 women think Steve Harvey is a good kisser?	A	B	0.0
2425	o6gD9_akew0	./video/o6gD9_akew0.mp4	long	Artistic Performance	['A. Khloé refuses to shake hands with Kim.', 'B. There is a feud between Khloé and Kim.', 'C. Khloé refuses to compete with Kim.', 'D. Khloé dislikes Kim.']	Variety Show	Action Reasoning	./subtitle/o6gD9_akew0.srt	"In the middle part of the video, when Kim Kardashian and Khloé Kardashian come on stage, Khloé Kardashian shakes her head and says ""No"" to Kim Kardashian. What does this indicate?"	A	A	1.0
2426	o6gD9_akew0	./video/o6gD9_akew0.mp4	long	Artistic Performance	"['A. Based on the panel of judges deciding on accuracy or entertainment value.', ""B. Based on the matching answers with a celebrity guest's spouse/friend."", 'C. Based on the pre-recorded survey results.', 'D. Based on real-time voting from the on-site audience.']"	Variety Show	Action Recognition	./subtitle/o6gD9_akew0.srt	In the latter part of the video, how is the show scoring the answers given by Kim Kardashian?	C	B	0.0
2427	N62mrplIygc	./video/N62mrplIygc.mp4	long	Artistic Performance	['A. Running from the classroom to the cafeteria.', 'B. Wasting food.', 'C. Smoking.', 'D. Leaving the classroom early.']	Variety Show	Object Recognition	./subtitle/N62mrplIygc.srt	In the middle part of the video, which rule did Bailey, the girl, break on her first day of school?	D	C	0.0
2428	N62mrplIygc	./video/N62mrplIygc.mp4	long	Artistic Performance	"[""A. Portia is Jono's teacher."", 'B. Jono and Portia have a mother-son relationship.', ""C. Jono is boarding at Portia's house."", 'D. Cannot be determined.']"	Variety Show	Object Reasoning	./subtitle/N62mrplIygc.srt	What is the relationship between Jono and Portia, who comforting the sad Jono?	C	C	1.0
2429	N62mrplIygc	./video/N62mrplIygc.mp4	long	Artistic Performance	['A. From being unruly to following rules.', 'B. From spending carelessly to being more frugal.', 'C. From being selfish and willful to understanding gratitude.', 'D. From being lazy to becoming more diligent.']	Variety Show	Object Reasoning	./subtitle/N62mrplIygc.srt	Based on the entire video, what kind of transformation occurs between Jono and Bailey?	C	C	1.0
2430	B6fvT2LKEDI	./video/B6fvT2LKEDI.mp4	long	Artistic Performance	['A. 2.', 'B. 3.', 'C. 4.', 'D. 5.']	Acrobatics	Counting Problem	./subtitle/B6fvT2LKEDI.srt	In how many instances does archery make an appearance during these performances?	B	A	0.0
2431	B6fvT2LKEDI	./video/B6fvT2LKEDI.mp4	long	Artistic Performance	['A. They are both black.', 'B. Their performances are scary.', 'C. They both wear bow ties.', 'D. They both have good flexibility.']	Acrobatics	Object Reasoning	./subtitle/B6fvT2LKEDI.srt	What do not the two male performers have in common?	C	C	1.0
2432	B6fvT2LKEDI	./video/B6fvT2LKEDI.mp4	long	Artistic Performance	['A. The first and the sixth.', 'B. The second and the sixth.', 'C. The first and the last.', 'D. The second and the last.']	Acrobatics	Action Reasoning	./subtitle/B6fvT2LKEDI.srt	The result of which performance remains unknown based on this video?	A	C	0.0
2433	yh-EHgkFci4	./video/yh-EHgkFci4.mp4	long	Artistic Performance	['A. Trampoline.', 'B. Hanging.', 'C. Special effects editing.', 'D. Using spring-loaded shoes.']	Acrobatics	Action Reasoning	./subtitle/yh-EHgkFci4.srt	How does the actor in the video achieve the jump upwards in the first clip?	A	D	0.0
2434	yh-EHgkFci4	./video/yh-EHgkFci4.mp4	long	Artistic Performance	['A. The same number of persons.', 'B. The actors are of the same gender.', 'C. All have background screens.', 'D. There is water involved.']	Acrobatics	Object Reasoning	./subtitle/yh-EHgkFci4.srt	What do the third and fourth programs have in common?	D	D	1.0
2435	yh-EHgkFci4	./video/yh-EHgkFci4.mp4	long	Artistic Performance	['A. 2.', 'B. 1.', 'C. 4.', 'D. 3.']	Acrobatics	Counting Problem	./subtitle/yh-EHgkFci4.srt	How many of the shows in the video are solo acts?	B	B	1.0
2436	5y5_VyEwZhc	./video/5y5_VyEwZhc.mp4	long	Artistic Performance	['A. Trampoline.', 'B. Hula hoops.', 'C. Ropes.', 'D. Stilts.']	Acrobatics	Action Recognition	./subtitle/5y5_VyEwZhc.srt	Which acrobatic skill is absent from this video?	D	A	0.0
2437	5y5_VyEwZhc	./video/5y5_VyEwZhc.mp4	long	Artistic Performance	['A. The performance features a red background with fires.', 'B. The second performance involves a male actor who is bare-chested.', 'C. Throughout the performance, only two main actors perform using ropes.', 'D. None of the above.']	Acrobatics	Object Reasoning	./subtitle/5y5_VyEwZhc.srt	Which option correctly describes the second performance?	B	B	1.0
2438	5y5_VyEwZhc	./video/5y5_VyEwZhc.mp4	long	Artistic Performance	['A. The last performance features background dancers, distinguishing it from the others.', 'B. The stage lighting is noticeably dimmer in the last performance compared to the others.', 'C. Musical instruments are incorporated into the last performance, unlike the others.', 'D. The last performance showcases a collective group of performers, while the others consist of individual acts.']	Acrobatics	Action Reasoning	./subtitle/5y5_VyEwZhc.srt	What is unique about the last performance?	C	C	1.0
2439	BlTCkMMJM6o	./video/BlTCkMMJM6o.mp4	long	Artistic Performance	['A. Pommel horse.', 'B. Ropes.', 'C. Trampoline.', 'D. Unicycles.']	Acrobatics	Action Recognition	./subtitle/BlTCkMMJM6o.srt	Which acrobatics skill is absent from this video?	C	D	0.0
2440	BlTCkMMJM6o	./video/BlTCkMMJM6o.mp4	long	Artistic Performance	['A. The video showcases more than just stage performances.', 'B. There is no audience interaction depicted in the video.', 'C. All the performances in the video take place within a stadium.', 'D. Towards the end of the video, a female actor wearing a red hat is seen with gears around her waist.']	Acrobatics	Object Reasoning	./subtitle/BlTCkMMJM6o.srt	What is true about this video?	A	A	1.0
2441	BlTCkMMJM6o	./video/BlTCkMMJM6o.mp4	long	Artistic Performance	['A. A documentary about the history of circus performances.', 'B. A compilation that highlights exceptional performances from two spectacular shows.', 'C. A promotional video for a circus-themed amusement park.', 'D. A behind-the-scenes look at the training of circus performers.']	Acrobatics	Information Synopsis	./subtitle/BlTCkMMJM6o.srt	What is this video about?	B	B	1.0
2442	7TydWUguPRU	./video/7TydWUguPRU.mp4	long	Artistic Performance	"[""A. It's all a multi-person show."", 'B. Both use rings as props.', ""C. It's all a mix of male and female actors."", 'D. All with jumping action.']"	Acrobatics	Object Reasoning	./subtitle/7TydWUguPRU.srt	What do the first five programs have in common?	B	B	1.0
2443	7TydWUguPRU	./video/7TydWUguPRU.mp4	long	Artistic Performance	['A. The first and fourth programs.', 'B. Second and fourth programs.', 'C. Third and fifth programs.', 'D. Third and seventh programs.']	Acrobatics	Object Reasoning	./subtitle/7TydWUguPRU.srt	Which two programs have similarities in the use of the ring?	C	D	0.0
2444	7TydWUguPRU	./video/7TydWUguPRU.mp4	long	Artistic Performance	['A. There are male and female performances.', 'B. There are performers singing.', 'C. Use the musical score.', 'D. Multiple hula hoops were used.']	Acrobatics	Action Reasoning	./subtitle/7TydWUguPRU.srt	How is the seventh performance different from the others?	C	B	0.0
2445	Z2G9bTvffAw	./video/Z2G9bTvffAw.mp4	long	Artistic Performance	['A. No obvious difference apart from the color can be told from this video.', 'B. The red lion is so much bigger.', 'C. The red lion always stands in the middle of yellow lions.', 'D. It requires extra two performers to manipulate the red lion.']	Acrobatics	Object Reasoning	./subtitle/Z2G9bTvffAw.srt	What distinguishes the yellow lion from the red lion?	A	A	1.0
2446	Z2G9bTvffAw	./video/Z2G9bTvffAw.mp4	long	Artistic Performance	['A. (a)(b)(c).', 'B. (a)(c)(b).', 'C. (b)(c)(a).', 'D. (b)(a)(c).']	Acrobatics	Temporal Reasoning	./subtitle/Z2G9bTvffAw.srt	"What sequence of actions followed after they stepped on the stilts?
(a)  They unfurled a banner from their mouths.
(b) They tumbled down from the high platform.
(c) They caught the balls thrown by the ground staff."	B	A	0.0
2447	Z2G9bTvffAw	./video/Z2G9bTvffAw.mp4	long	Artistic Performance	"['A. Take photos with the lion.', ""B. Pat the lion's head."", 'C. Attempt to play the drum.', 'D. All of the above.']"	Acrobatics	Action Recognition	./subtitle/Z2G9bTvffAw.srt	What do the spectators do after the performance?	D	D	1.0
2448	EuBhksmj0sQ	./video/EuBhksmj0sQ.mp4	long	Artistic Performance	['A. Unicycle.', 'B. Bottle juggling.', 'C. Rope jumping.', 'D. All of the above.']	Acrobatics	Action Recognition	./subtitle/EuBhksmj0sQ.srt	Which acrobatic skill is featured in this video?	D	D	1.0
2449	EuBhksmj0sQ	./video/EuBhksmj0sQ.mp4	long	Artistic Performance	['A. The costumes worn during the performance remain consistent throughout.', 'B. The performance includes intermittent pauses.', 'C. The performance is conducted during daylight hours.', 'D. All individuals performing in the video are male.']	Acrobatics	Action Reasoning	./subtitle/EuBhksmj0sQ.srt	Which statement is true about this video?	D	D	1.0
2450	EuBhksmj0sQ	./video/EuBhksmj0sQ.mp4	long	Artistic Performance	['A. A tutorial on how to perform magic tricks.', 'B. An acrobatics dance show.', 'C. A documentary about the history of ballet.', 'D. A compilation of funny human videos.']	Acrobatics	Information Synopsis	./subtitle/EuBhksmj0sQ.srt	What is the video about?	B	B	1.0
2451	Fqptx5fNXR4	./video/Fqptx5fNXR4.mp4	long	Artistic Performance	['A. It is a circus that primarily focuses on magic tricks.', 'B. It is a circus that operates only during the winter season.', 'C. It is a traveling circus without a fixed performance location.', 'D. None of the above.']	Acrobatics	Object Reasoning	./subtitle/Fqptx5fNXR4.srt	What is special about the circus?	C	C	1.0
2452	Fqptx5fNXR4	./video/Fqptx5fNXR4.mp4	long	Artistic Performance	['A. Globe of death and flying trapeze.', 'B. Globe of death and juggling.', 'C. Flying trapeze and rola bola.', 'D. Flying trapeze and wheel of destiny.']	Acrobatics	Action Recognition	./subtitle/Fqptx5fNXR4.srt	Which of the performances does the woman participate in?	A	A	1.0
2453	Fqptx5fNXR4	./video/Fqptx5fNXR4.mp4	long	Artistic Performance	['A. Three days in the life of a college student.', 'B. Three days in the life of a software engineer working from home.', 'C. Three days in the life of a content creator.', 'D. Three days in the life of a circus actress.']	Acrobatics	Information Synopsis	./subtitle/Fqptx5fNXR4.srt	What is the main content of the video about?	D	D	1.0
2454	GsYi-l5PEEs	./video/GsYi-l5PEEs.mp4	long	Artistic Performance	['A. He is trying to stand on the balance board on the third level.', 'B. He is jumping from the ground onto the platform.', 'C. He is standing on the balance board on the fourth level.', 'D. He is having a conversation with the little boy on the ground.']	Acrobatics	Action Recognition	./subtitle/GsYi-l5PEEs.srt	What is the man doing when the carousel starts spinning for the first time?	B	C	0.0
2455	GsYi-l5PEEs	./video/GsYi-l5PEEs.mp4	long	Artistic Performance	['A. The man eventually reached the top of the 5-layer balance board.', 'B. The entire performance took place in bright daylight, without the sky turning dim.', 'C. At the end of the performance, the man failed to do a handstand.', 'D. There are zoom shots in the entire video.']	Acrobatics	Object Reasoning	./subtitle/GsYi-l5PEEs.srt	Which statement about this video is true?	D	A	0.0
