task_type	prefix	duration	video	question	answer	candidates	index	prediction	score
order	video/5_order	677.8399999999999	order_44.mp4	Arrange the following events from the video in the correct chronological order: (1)The bowler from the blue team hits an overhand ball to the batter; (2)The bowler raises his hand to claim that the batter has not made a run; (3)The bowler causes the batter to get out by hitting the stumps behind him, the entire team cheers; (4)The batter walks out and another batter from his team comes on the field.	1->2->3->4	['2->1->3->4', '1->2->3->4', '4->3->2->1', '3->2->1->4']	1623	(C) 4->3->2->1	1.0
order	video/5_order	414.06	order_243.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	pole vault --> shredding paper --> cleaning toilet --> zumba	['pole vault --> zumba --> cleaning toilet --> shredding paper', 'pole vault --> shredding paper --> cleaning toilet --> zumba', 'zumba --> cleaning toilet --> shredding paper --> pole vault', 'cleaning toilet --> shredding paper --> pole vault --> zumba']	1624	(C) zumba --> cleaning toilet --> shredding paper --> pole vault	1.0
order	video/5_order	677.76	order_43.mp4	Arrange the following events from the video in the correct chronological order: (1)The bowler from the blue team hits an overhand ball to the batter; (2)The bowler raises his hand to claim that the batter has not made a run; (3)The bowler causes the batter to get out by hitting the stumps behind him, the entire team cheers; (4)The batter walks out and another batter from his team comes on the field.	1->2->3->4	['1->2->3->4', '2->1->3->4', '3->2->1->4', '4->3->2->1']	1625	(C) 3->2->1->4	1.0
order	video/5_order	677.76	order_42.mp4	Arrange the following events from the video in the correct chronological order: (1)The bowler from the blue team hits an overhand ball to the batter; (2)The bowler raises his hand to claim that the batter has not made a run; (3)The bowler causes the batter to get out by hitting the stumps behind him, the entire team cheers; (4)The batter walks out and another batter from his team comes on the field.	1->2->3->4	['1->2->3->4', '3->2->1->4', '2->1->3->4', '4->3->2->1']	1626	(C) 2->1->3->4	1.0
order	video/5_order	678.6899999999999	order_41.mp4	Arrange the following events from the video in the correct chronological order: (1)The man replaces the tire on the front rim and pumps it up; (2)The man removes the front tire of the bike from the frame; (3)The man installs a headlamp to the bike; (4)The man reinstalls the front tire onto the bike frame.	2->1->4->3	['4->3->2->1', '2->1->4->3', '3->4->1->2', '1->2->3->4']	1627	(B) 2->1->4->3	0.0
order	video/5_order	375.05	order_331.mp4	Can you tell me which option represents the actual order of actions shown in the video?	zumba --> baking cookies --> cooking sausages --> playing harp	['zumba --> baking cookies --> playing harp --> cooking sausages', 'playing harp --> zumba --> baking cookies --> cooking sausages', 'playing harp --> cooking sausages --> zumba --> baking cookies', 'zumba --> baking cookies --> cooking sausages --> playing harp']	1628	(C) playing harp --> cooking sausages --> zumba --> baking cookies	1.0
order	video/5_order	502.6	order_162.mp4	Arrange the following events from the video in the correct chronological order: (1)The instructor finishes the class; (2)A woman's indoor aerobic class is in process; (3)The logo 'Zumba Toning' appears on screen; (4)The camera briefly scans to the mirrored wall and then back to the class.	3->2->4->1	['2->1->3->4', '1->2->3->4', '3->2->4->1', '4->3->2->1']	1629	(A) 2->1->3->4	1.0
order	video/5_order	782.8	order_225.mp4	Can you tell me which option represents the actual order of actions shown in the video?	milking cow --> playing harp --> riding mule --> jetskiing	['riding mule --> milking cow --> jetskiing --> playing harp', 'playing harp --> riding mule --> jetskiing --> milking cow', 'playing harp --> jetskiing --> riding mule --> milking cow', 'milking cow --> playing harp --> riding mule --> jetskiing']	1630	(D) milking cow --> playing harp --> riding mule --> jetski	0.0
order	video/5_order	490.03	order_250.mp4	Can you tell me which option represents the actual order of actions shown in the video?	baking cookies --> tossing coin --> pole vault --> abseiling	['pole vault --> baking cookies --> tossing coin --> abseiling', 'tossing coin --> pole vault --> baking cookies --> abseiling', 'baking cookies --> tossing coin --> pole vault --> abseiling', 'baking cookies --> abseiling --> tossing coin --> pole vault']	1631	(D) baking cookies --> abseiling --> tossing coin --> pole vault	1.0
order	video/5_order	490.03	order_313.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	playing trombone --> shredding paper --> cooking sausages --> making jewelry	['playing trombone --> cooking sausages --> making jewelry --> shredding paper', 'cooking sausages --> making jewelry --> shredding paper --> playing trombone', 'making jewelry --> shredding paper --> playing trombone --> cooking sausages', 'playing trombone --> shredding paper --> cooking sausages --> making jewelry']	1632	D	1.0
order	video/5_order	511.91	order_154.mp4	Arrange the following events from the video in the correct chronological order: (1)The boy begins hopping on the squares, starting from his driveway; (2)The girl joins him near the sidewalk and walks along his side as he hops across the squares; (3)He hops till he reaches the end of the sidewalk which marks the end of the hopscotch squares; (4)After he's done hopping he smiles and begins walking back.	1->2->3->4	['4->3->2->1', '3->2->1->4', '2->1->3->4', '1->2->3->4']	1633	(D) 1->2->3->4	1.0
order	video/5_order	485.42	order_217.mp4	Can you tell me which option represents the actual order of actions shown in the video?	stomping grapes --> playing trombone --> water sliding --> jetskiing	['jetskiing --> stomping grapes --> playing trombone --> water sliding', 'water sliding --> jetskiing --> playing trombone --> stomping grapes', 'stomping grapes --> playing trombone --> water sliding --> jetskiing', 'playing trombone --> water sliding --> jetskiing --> stomping grapes']	1634	(C) stomping grapes --> playing trombone --> water sliding --> jetskiing	1.0
order	video/5_order	490.04	order_320.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	milking cow --> jetskiing --> shredding paper --> baking cookies	['jetskiing --> shredding paper --> milking cow --> baking cookies', 'milking cow --> jetskiing --> shredding paper --> baking cookies', 'milking cow --> jetskiing --> baking cookies --> shredding paper', 'baking cookies --> jetskiing --> milking cow --> shredding paper']	1635	(B) milking cow --> jetskiing --> shredding paper --> baking cookies	1.0
order	video/5_order	681.8	order_7.mp4	Arrange the following events from the video in the correct chronological order: (1)A guy approaches a weight on a stage; (2)A man massages a guy's shoulders; (3)A guy lifts a weight on a stage and releases it; (4)A guy kisses the weight plates.	1->2->3->4	['2->1->3->4', '1->2->3->4', '1->3->2->4', '2->3->1->4']	1636	(C) 1->3->2->4	1.0
order	video/5_order	647.76	order_242.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	cooking sausages --> shredding paper --> clean and jerk --> paragliding	['clean and jerk --> shredding paper --> cooking sausages --> paragliding', 'cooking sausages --> shredding paper --> clean and jerk --> paragliding', 'shredding paper --> paragliding --> cooking sausages --> clean and jerk', 'paragliding --> shredding paper --> cooking sausages --> clean and jerk']	1637	(C) shredding paper --> paragliding --> cooking sausages -->	1.0
order	video/5_order	575.0600000000001	order_305.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	stomping grapes --> paragliding --> milking cow --> shredding paper	['stomping grapes --> paragliding --> milking cow --> shredding paper', 'paragliding --> shredding paper --> milking cow --> stomping grapes', 'stomping grapes --> shredding paper --> milking cow --> paragliding', 'milking cow --> stomping grapes --> paragliding --> shredding paper']	1638	(C) stomping grapes --> shredding paper --> milking cow --> parag	1.0
order	video/5_order	695.74	order_2.mp4	Arrange the following events from the video in the correct chronological order: (1)A young and a kid are doing balance in a balance rope; (2)People are walking in a bridge to see a competition of men doing tricks on top of a balance rope; (3)A man is jumping and doing tricks in a balance rope above a cold river; (4)The boy is in a competition in snowy path doing tricks on a balance rope with people behind a fence watching him.	1->2->3->4	['2->1->3->4', '1->2->3->4', '4->3->2->1', '3->2->1->4']	1639	(C) 4->3->2->1	0.0
order	video/5_order	482.24	order_224.mp4	Can you tell me which option represents the actual order of actions shown in the video?	playing harp --> javelin throw --> cleaning toilet --> baking cookies	['playing harp --> javelin throw --> cleaning toilet --> baking cookies', 'baking cookies --> javelin throw --> cleaning toilet --> playing harp', 'javelin throw --> playing harp --> baking cookies --> cleaning toilet', 'cleaning toilet --> baking cookies --> javelin throw --> playing harp']	1640	(D) cleaning toilet --> baking cookies --> javelin throw --> playing harp	1.0
order	video/5_order	490.03	order_298.mp4	Please identify the option that corresponds to the order of events as they occur in the video.	riding mule --> shredding paper --> milking cow --> stomping grapes	['riding mule --> shredding paper --> milking cow --> stomping grapes', 'milking cow --> stomping grapes --> riding mule --> shredding paper', 'milking cow --> riding mule --> stomping grapes --> shredding paper', 'stomping grapes --> milking cow --> shredding paper --> riding mule']	1641	(C) milking cow --> riding mule --> stomping grapes --> shredding	0.0
order	video/5_order	699.22	order_118.mp4	Arrange the following events from the video in the correct chronological order: (1)A white car drives by in the background; (2)A black car drives by in the background; (3)Two people walk by in the background; (4)The ball is kicked into the camera.	1->2->3->4	['4->3->2->1', '3->2->1->4', '1->2->3->4', '2->1->3->4']	1642	(C) 1->2->3->4	0.0
order	video/5_order	514.23	order_312.mp4	Which of the following options correctly matches the sequence of actions as they actually appear in the video?	javelin throw --> riding mule --> cooking sausages --> pole vault	['javelin throw --> cooking sausages --> riding mule --> pole vault', 'javelin throw --> riding mule --> cooking sausages --> pole vault', 'riding mule --> pole vault --> javelin throw --> cooking sausages', 'cooking sausages --> riding mule --> javelin throw --> pole vault']	1643	(C) riding mule --> pole vault --> javelin throw --> cooking saus	1.0
